Customer_ID,Gender,Age,Connect_Date,L_O_S,Dropped_Calls,Pay Method,tariff,Churn,Handset
'K232600','F',37,'22/01/98',33.133333,0,'Pre Pay','Play 100','Churned','BS110'
'K232610','F',31,'10/09/98',25.433333,1,'Pre Pay','Play 100','Churned','BS110'
'K232620','F',34,'13/09/96',49.666667,0,'Pre Pay','Play 100','Churned','S50'
'K232630','F',17,'22/09/96',49.366667,3,'Pre Pay','Play 100','Churned','S50'
'K232640','F',43,'04/08/98',26.666667,0,'Pre Pay','Play 100','Churned','S50'
'K232650','M',37,'06/03/97',43.866667,2,'Pre Pay','Play 100','Churned','BS110'
'K232660','M',14,'25/06/96',52.333333,1,'Pre Pay','Play 100','Churned','BS110'
'K232670','F',42,'11/10/98',24.400000,1,'Pre Pay','Play 100','Churned','S50'
'K232680','F',15,'05/11/97',35.733333,0,'Pre Pay','Play 100','Churned','BS110'
'K232690','F',32,'27/05/98',28.966667,2,'Pre Pay','Play 100','Churned','S50'
'K232700','F',52,'03/02/96',57.100000,0,'Pre Pay','Play 100','Churned','S50'
'K232710','M',33,'19/03/98',31.266667,1,'Pre Pay','Play 100','Churned','BS110'
'K232720','M',19,'04/01/96',58.100000,0,'Pre Pay','Play 100','Churned','S50'
'K232730','F',28,'13/01/96',57.800000,2,'Pre Pay','Play 100','Churned','S50'
'K232740','F',32,'16/07/96',51.633333,1,'Pre Pay','Play 100','Churned','S50'
'K232750','M',32,'22/05/97',41.300000,2,'Pre Pay','Play 100','Churned','S50'
'K232760','F',14,'01/02/96',57.166667,0,'Pre Pay','Play 100','Churned','BS110'
'K232770','M',41,'28/08/96',50.200000,1,'Pre Pay','Play 100','Churned','S50'
'K232780','M',36,'23/09/99',12.833333,0,'Pre Pay','CAT 100','Churned','S50'
'K232790','M',33,'03/08/99',14.533333,1,'Pre Pay','CAT 100','Churned','S50'
'K232800','F',34,'14/08/99',14.166667,8,'Pre Pay','CAT 100','Churned','S50'
'K232810','F',36,'05/09/99',13.433333,2,'Pre Pay','CAT 100','Churned','S50'
'K232820','F',37,'23/08/99',13.866667,8,'Pre Pay','CAT 100','Churned','BS110'
'K232830','M',24,'22/09/99',12.866667,0,'Pre Pay','CAT 100','Churned','S50'
'K232840','M',24,'24/07/99',14.866667,1,'Pre Pay','CAT 100','Churned','BS110'
'K232850','M',47,'02/08/99',14.566667,2,'Pre Pay','CAT 100','Churned','S50'
'K232860','F',35,'16/07/99',15.133333,2,'Pre Pay','CAT 100','Churned','BS110'
'K232870','M',28,'14/07/99',15.200000,2,'Pre Pay','CAT 100','Churned','S50'
'K232880','M',21,'22/08/99',13.900000,8,'Pre Pay','CAT 100','Churned','S50'
'K232890','F',23,'11/07/99',15.300000,0,'Pre Pay','CAT 100','Churned','BS110'
'K232900','F',37,'06/07/99',15.466667,4,'Pre Pay','CAT 100','Churned','S50'
'K232910','F',38,'27/09/99',12.700000,0,'Pre Pay','CAT 100','Churned','S50'
'K232920','F',26,'21/09/99',12.900000,2,'Pre Pay','CAT 100','Churned','BS110'
'K232930','F',24,'02/08/99',14.566667,2,'Pre Pay','CAT 100','Churned','BS110'
'K232940','F',55,'15/07/99',15.166667,2,'Pre Pay','CAT 100','Churned','S50'
'K232950','M',22,'03/08/99',14.533333,3,'Pre Pay','CAT 100','Churned','BS110'
'K232960','M',25,'23/09/99',12.833333,0,'Pre Pay','CAT 100','Churned','S50'
'K232970','F',33,'17/07/99',15.100000,1,'Pre Pay','CAT 100','Churned','BS110'
'K232980','F',22,'06/07/99',15.466667,2,'Pre Pay','CAT 100','Churned','S50'
'K232990','M',56,'01/09/99',13.566667,1,'Pre Pay','CAT 100','Churned','S50'
'K233000','M',39,'05/09/99',13.433333,1,'Pre Pay','CAT 100','Active','S50'
'K233010','M',63,'27/07/99',14.766667,2,'Pre Pay','CAT 100','Active','S50'
'K233020','M',78,'09/07/99',15.366667,2,'Pre Pay','CAT 100','Churned','S50'
'K233030','M',21,'21/07/99',14.966667,1,'Pre Pay','CAT 100','Churned','BS110'
'K233040','F',31,'27/07/99',14.766667,10,'Pre Pay','CAT 100','Churned','BS110'
'K233050','F',20,'08/09/99',13.333333,1,'Pre Pay','CAT 100','Churned','BS110'
'K233060','M',38,'14/08/99',14.166667,2,'Pre Pay','CAT 100','Churned','BS110'
'K233070','F',28,'07/08/99',14.400000,8,'Pre Pay','CAT 100','Active','BS110'
'K233080','F',31,'08/07/99',15.400000,2,'Pre Pay','CAT 100','Churned','S50'
'K233090','M',16,'22/07/99',14.933333,0,'Pre Pay','CAT 100','Churned','S50'
'K233100','F',18,'04/09/99',13.466667,0,'Pre Pay','CAT 100','Churned','S50'
'K233110','M',13,'18/08/99',14.033333,2,'Pre Pay','CAT 100','Churned','S50'
'K233120','F',17,'06/09/99',13.400000,2,'Pre Pay','CAT 100','Churned','BS110'
'K233130','F',41,'21/08/99',13.933333,11,'Pre Pay','CAT 100','Churned','S50'
'K233140','F',17,'08/09/99',13.333333,0,'Pre Pay','CAT 100','Churned','S50'
'K233150','M',50,'24/09/99',12.800000,8,'Pre Pay','CAT 100','Churned','BS110'
'K233160','M',15,'26/07/99',14.800000,1,'Pre Pay','CAT 100','Churned','S50'
'K233170','M',14,'17/08/99',14.066667,11,'Pre Pay','CAT 100','Churned','S50'
'K233180','M',30,'27/08/99',13.733333,3,'Pre Pay','CAT 100','Churned','S50'
'K233190','F',35,'19/08/99',14.000000,1,'Pre Pay','CAT 100','Churned','S50'
'K233200','M',31,'20/07/99',15.000000,6,'Pre Pay','CAT 100','Churned','S50'
'K233210','F',26,'06/07/99',15.466667,1,'Pre Pay','CAT 100','Churned','BS110'
'K233220','M',19,'27/07/99',14.766667,2,'Pre Pay','CAT 100','Churned','BS110'
'K233230','F',21,'24/07/99',14.866667,8,'Pre Pay','CAT 100','Churned','S50'
'K233240','F',22,'10/07/99',15.333333,10,'Pre Pay','CAT 100','Churned','S50'
'K233250','F',31,'17/07/99',15.100000,0,'Pre Pay','CAT 100','Churned','S50'
'K233260','M',22,'12/09/99',13.200000,11,'Pre Pay','CAT 100','Churned','S50'
'K233270','M',27,'27/08/99',13.733333,2,'Pre Pay','CAT 100','Churned','BS110'
'K233280','F',39,'08/08/99',14.366667,1,'Pre Pay','CAT 100','Churned','BS110'
'K233290','F',35,'24/08/99',13.833333,7,'Pre Pay','CAT 100','Churned','S50'
'K233300','F',14,'03/08/99',14.533333,1,'Pre Pay','CAT 100','Churned','S50'
'K233310','M',28,'02/10/99',12.533333,0,'Pre Pay','CAT 100','Churned','BS110'
'K233320','M',32,'02/09/99',13.533333,1,'Pre Pay','CAT 100','Churned','S50'
'K233330','M',20,'24/07/99',14.866667,1,'Pre Pay','CAT 100','Churned','BS110'
'K233340','F',23,'17/07/99',15.100000,0,'Pre Pay','CAT 100','Churned','BS110'
'K233350','F',45,'11/08/99',14.266667,1,'Pre Pay','CAT 100','Churned','BS110'
'K233360','M',28,'14/09/99',13.133333,9,'Pre Pay','CAT 100','Churned','BS110'
'K233370','F',21,'25/07/99',14.833333,9,'Pre Pay','CAT 100','Active','S50'
'K233380','F',21,'14/08/99',14.166667,11,'Pre Pay','CAT 100','Churned','S50'
'K233390','F',19,'21/07/99',14.966667,0,'Pre Pay','CAT 100','Churned','BS110'
'K233400','F',17,'08/08/99',14.366667,1,'Pre Pay','CAT 100','Churned','S50'
'K233410','M',19,'21/07/99',14.966667,2,'Pre Pay','CAT 100','Churned','BS110'
'K233420','M',37,'09/07/99',15.366667,2,'Pre Pay','CAT 100','Churned','BS110'
'K233430','M',45,'04/08/99',14.500000,1,'Pre Pay','CAT 100','Churned','S50'
'K233440','F',22,'13/07/99',15.233333,10,'Pre Pay','CAT 100','Churned','S50'
'K233450','F',47,'10/07/99',15.333333,2,'Pre Pay','CAT 100','Churned','S50'
'K233460','M',18,'14/09/99',13.133333,0,'Pre Pay','CAT 100','Churned','BS110'
'K233470','F',45,'31/07/99',14.633333,1,'Pre Pay','CAT 100','Churned','BS110'
'K233480','F',53,'13/08/99',14.200000,10,'Pre Pay','CAT 100','Churned','S50'
'K233490','M',28,'23/07/99',14.900000,2,'Pre Pay','CAT 100','Churned','BS110'
'K233500','M',33,'05/09/99',13.433333,8,'Pre Pay','CAT 100','Churned','S50'
'K233510','M',45,'21/08/99',13.933333,2,'Pre Pay','CAT 100','Churned','S50'
'K233520','F',20,'03/10/99',12.500000,2,'Pre Pay','CAT 100','Churned','BS110'
'K233530','F',21,'28/08/99',13.700000,1,'Pre Pay','CAT 100','Churned','S50'
'K233540','M',58,'13/08/99',14.200000,0,'Pre Pay','CAT 100','Churned','BS110'
'K233550','F',26,'04/09/99',13.466667,1,'Pre Pay','CAT 100','Churned','BS110'
'K233560','M',35,'03/08/99',14.533333,0,'Pre Pay','CAT 100','Churned','BS110'
'K233570','F',18,'05/09/99',13.433333,1,'Pre Pay','CAT 100','Churned','S50'
'K233580','M',16,'25/07/99',14.833333,2,'Pre Pay','CAT 100','Churned','S50'
'K233590','F',47,'28/09/99',12.666667,2,'Pre Pay','CAT 100','Churned','S50'
'K233600','F',58,'16/07/99',15.133333,2,'Pre Pay','CAT 100','Churned','BS110'
'K233610','M',46,'31/08/99',13.600000,11,'Pre Pay','CAT 100','Churned','BS110'
'K233620','F',30,'25/08/99',13.800000,2,'Pre Pay','CAT 100','Churned','S50'
'K233630','M',14,'31/07/99',14.633333,0,'Pre Pay','CAT 100','Churned','BS110'
'K233640','F',32,'20/07/99',15.000000,4,'Pre Pay','CAT 100','Churned','BS110'
'K233650','F',52,'09/09/99',13.300000,1,'Pre Pay','CAT 100','Churned','BS110'
'K233660','M',22,'28/08/99',13.700000,1,'Pre Pay','CAT 100','Churned','BS110'
'K233670','M',24,'10/09/99',13.266667,0,'Pre Pay','CAT 100','Churned','S50'
'K233680','F',27,'01/10/99',12.566667,2,'Pre Pay','CAT 100','Churned','BS110'
'K233690','F',45,'16/09/99',13.066667,0,'Pre Pay','CAT 100','Churned','BS110'
'K233700','M',44,'05/09/99',13.433333,0,'Pre Pay','CAT 100','Churned','BS110'
'K233710','M',12,'15/08/99',14.133333,9,'Pre Pay','CAT 100','Churned','BS110'
'K233720','M',14,'02/08/99',14.566667,8,'Pre Pay','CAT 100','Churned','BS110'
'K233730','M',17,'22/07/99',14.933333,1,'Pre Pay','CAT 100','Churned','S50'
'K233740','F',28,'20/09/99',12.933333,8,'Pre Pay','CAT 100','Churned','BS110'
'K233750','M',22,'16/08/99',14.100000,1,'Pre Pay','CAT 100','Churned','BS110'
'K233760','M',17,'08/09/99',13.333333,1,'Pre Pay','CAT 100','Active','S50'
'K233770','F',42,'31/07/99',14.633333,2,'Pre Pay','CAT 100','Churned','S50'
'K233780','F',52,'25/08/99',13.800000,1,'Pre Pay','CAT 100','Churned','BS110'
'K233790','M',32,'10/08/99',14.300000,1,'Pre Pay','CAT 100','Churned','BS110'
'K233800','M',15,'08/07/99',15.400000,0,'Pre Pay','CAT 100','Churned','BS110'
'K233810','F',37,'08/07/99',15.400000,0,'Pre Pay','CAT 100','Churned','S50'
'K233820','M',43,'22/09/99',12.866667,2,'Pre Pay','CAT 100','Churned','BS110'
'K233830','F',12,'22/09/99',12.866667,0,'Pre Pay','CAT 100','Churned','BS110'
'K233840','F',16,'19/07/99',15.033333,6,'Pre Pay','CAT 100','Churned','BS110'
'K233850','M',12,'17/09/99',13.033333,2,'Pre Pay','CAT 100','Active','BS110'
'K233860','M',60,'11/09/99',13.233333,2,'Pre Pay','CAT 100','Churned','BS110'
'K233870','M',43,'22/09/99',12.866667,2,'Pre Pay','CAT 100','Churned','BS110'
'K233880','F',36,'27/07/99',14.766667,2,'Pre Pay','CAT 100','Churned','S50'
'K233890','F',35,'04/08/99',14.500000,2,'Pre Pay','CAT 100','Churned','BS110'
'K233900','F',44,'28/09/99',12.666667,1,'Pre Pay','CAT 100','Churned','BS110'
'K233910','F',66,'13/09/99',13.166667,0,'Pre Pay','CAT 100','Churned','S50'
'K233920','M',30,'28/08/99',13.700000,8,'Pre Pay','CAT 100','Churned','BS110'
'K233930','M',40,'07/08/99',14.400000,2,'Pre Pay','CAT 100','Churned','BS110'
'K233940','F',12,'14/08/99',14.166667,2,'Pre Pay','CAT 100','Churned','BS110'
'K233950','F',37,'02/10/99',12.533333,0,'Pre Pay','CAT 100','Churned','S50'
'K233960','F',25,'11/07/99',15.300000,0,'Pre Pay','CAT 100','Churned','BS110'
'K233970','M',26,'21/08/99',13.933333,2,'Pre Pay','CAT 100','Churned','BS110'
'K233980','F',44,'10/09/99',13.266667,2,'Pre Pay','CAT 100','Churned','S50'
'K233990','F',17,'03/08/99',14.533333,1,'Pre Pay','CAT 100','Churned','S50'
'K234000','M',42,'16/09/99',13.066667,0,'Pre Pay','CAT 100','Churned','S50'
'K234010','M',52,'09/09/99',13.300000,4,'Pre Pay','CAT 100','Churned','BS110'
'K234020','F',26,'20/07/99',15.000000,1,'Pre Pay','CAT 100','Churned','S50'
'K234030','F',31,'19/09/99',12.966667,2,'Pre Pay','CAT 100','Churned','BS110'
'K234040','F',22,'04/08/99',14.500000,0,'Pre Pay','CAT 100','Active','BS110'
'K234050','F',18,'12/08/99',14.233333,5,'Pre Pay','CAT 100','Churned','BS110'
'K234060','M',32,'11/09/99',13.233333,2,'Pre Pay','CAT 100','Churned','BS110'
'K234070','M',40,'04/09/99',13.466667,2,'Pre Pay','CAT 100','Churned','BS110'
'K234080','M',61,'02/10/99',12.533333,6,'Pre Pay','CAT 100','Churned','BS110'
'K234090','F',63,'02/09/99',13.533333,0,'Pre Pay','CAT 100','Churned','BS110'
'K234100','M',22,'14/08/99',14.166667,1,'Pre Pay','CAT 100','Churned','BS110'
'K234110','M',35,'07/09/99',13.366667,11,'Pre Pay','CAT 100','Churned','BS110'
'K234120','M',29,'22/09/99',12.866667,2,'Pre Pay','CAT 100','Churned','S50'
'K234130','M',39,'03/09/99',13.500000,2,'Pre Pay','CAT 100','Churned','BS110'
'K234140','F',20,'06/07/99',15.466667,0,'Pre Pay','CAT 100','Active','BS110'
'K234150','M',19,'18/07/99',15.066667,1,'Pre Pay','CAT 100','Active','BS110'
'K234160','F',32,'20/09/99',12.933333,1,'Pre Pay','CAT 100','Churned','BS110'
'K234170','M',28,'12/08/99',14.233333,7,'Pre Pay','CAT 100','Churned','BS110'
'K234180','M',24,'16/07/99',15.133333,2,'Pre Pay','CAT 100','Churned','BS110'
'K234190','M',46,'13/07/99',15.233333,7,'Pre Pay','CAT 100','Churned','S50'
'K234200','F',16,'27/07/99',14.766667,1,'Pre Pay','CAT 100','Churned','S50'
'K234210','F',39,'04/09/99',13.466667,7,'Pre Pay','CAT 100','Churned','S50'
'K234220','M',17,'17/07/99',15.100000,7,'Pre Pay','CAT 100','Churned','S50'
'K234230','M',38,'25/07/99',14.833333,3,'Pre Pay','CAT 100','Churned','S50'
'K234240','F',25,'17/09/99',13.033333,1,'Pre Pay','CAT 100','Churned','BS110'
'K234250','M',18,'31/07/99',14.633333,2,'Pre Pay','CAT 100','Active','S50'
'K234260','M',30,'09/09/99',13.300000,7,'Pre Pay','CAT 100','Churned','S50'
'K234270','M',24,'18/09/99',13.000000,2,'Pre Pay','CAT 100','Active','BS110'
'K234280','F',64,'20/08/99',13.966667,1,'Pre Pay','CAT 100','Churned','S50'
'K234290','F',20,'28/09/99',12.666667,0,'Pre Pay','CAT 100','Churned','BS110'
'K234300','F',32,'10/09/99',13.266667,1,'Pre Pay','CAT 100','Churned','S50'
'K234310','M',52,'27/08/99',13.733333,1,'Pre Pay','CAT 100','Churned','BS110'
'K234320','F',27,'17/09/99',13.033333,5,'Pre Pay','CAT 100','Churned','BS110'
'K234330','M',21,'17/07/99',15.100000,2,'Pre Pay','CAT 100','Churned','BS110'
'K234340','F',50,'01/08/99',14.600000,0,'Pre Pay','CAT 100','Churned','S50'
'K234350','M',28,'15/07/99',15.166667,1,'Pre Pay','CAT 100','Churned','BS110'
'K234360','F',28,'15/08/99',14.133333,7,'Pre Pay','CAT 100','Churned','BS110'
'K234370','M',34,'22/07/99',14.933333,0,'Pre Pay','CAT 100','Churned','S50'
'K234380','F',26,'12/07/99',15.266667,0,'Pre Pay','CAT 100','Churned','S50'
'K234390','M',30,'27/07/99',14.766667,0,'Pre Pay','CAT 100','Churned','BS110'
'K234400','M',22,'18/07/99',15.066667,1,'Pre Pay','CAT 100','Churned','S50'
'K234410','M',43,'01/10/99',12.566667,2,'Pre Pay','CAT 100','Churned','BS110'
'K234420','M',34,'02/09/99',13.533333,2,'Pre Pay','CAT 100','Churned','BS110'
'K234430','F',20,'17/09/99',13.033333,2,'Pre Pay','CAT 100','Churned','BS110'
'K234440','F',32,'06/07/99',15.466667,1,'Pre Pay','CAT 100','Churned','S50'
'K234450','M',32,'11/09/99',13.233333,10,'Pre Pay','CAT 100','Churned','S50'
'K234460','F',39,'20/09/99',12.933333,1,'Pre Pay','CAT 100','Churned','S50'
'K234470','F',18,'09/08/99',14.333333,1,'Pre Pay','CAT 100','Churned','BS110'
'K234480','M',29,'04/09/99',13.466667,0,'Pre Pay','CAT 100','Churned','S50'
'K234490','M',40,'02/08/99',14.566667,0,'Pre Pay','CAT 100','Churned','BS110'
'K234500','M',25,'12/07/99',15.266667,8,'Pre Pay','CAT 100','Churned','S50'
'K234510','M',33,'07/08/99',14.400000,2,'Pre Pay','CAT 100','Active','BS110'
'K234520','F',28,'07/09/99',13.366667,2,'Pre Pay','CAT 100','Churned','S50'
'K234530','M',15,'24/09/99',12.800000,2,'Pre Pay','CAT 100','Churned','S50'
'K234540','M',52,'01/08/99',14.600000,2,'Pre Pay','CAT 100','Churned','BS110'
'K234550','F',23,'11/09/99',13.233333,10,'Pre Pay','CAT 100','Churned','BS110'
'K234560','M',25,'26/08/99',13.766667,9,'Pre Pay','CAT 100','Churned','S50'
'K234570','F',29,'27/07/99',14.766667,1,'Pre Pay','CAT 100','Churned','S50'
'K234580','F',34,'27/09/99',12.700000,0,'Pre Pay','CAT 100','Churned','BS110'
'K234590','F',41,'10/08/99',14.300000,2,'Pre Pay','CAT 100','Churned','BS110'
'K234600','F',42,'03/08/99',14.533333,10,'Pre Pay','CAT 100','Churned','BS110'
'K234610','M',39,'10/08/99',14.300000,2,'Pre Pay','CAT 100','Churned','S50'
'K234620','F',19,'26/07/99',14.800000,8,'Pre Pay','CAT 100','Churned','S50'
'K234630','F',37,'19/07/99',15.033333,2,'Pre Pay','CAT 100','Churned','S50'
'K234640','F',16,'28/09/99',12.666667,2,'Pre Pay','CAT 100','Churned','BS110'
'K234650','F',25,'08/08/99',14.366667,1,'Pre Pay','CAT 100','Churned','BS110'
'K234660','F',30,'12/07/99',15.266667,1,'Pre Pay','CAT 100','Churned','BS110'
'K234670','M',17,'27/09/99',12.700000,7,'Pre Pay','CAT 100','Churned','BS110'
'K234680','F',23,'26/09/99',12.733333,3,'Pre Pay','CAT 100','Churned','BS110'
'K234690','M',31,'07/07/99',15.433333,0,'Pre Pay','CAT 100','Churned','BS110'
'K234700','M',49,'19/07/99',15.033333,1,'Pre Pay','CAT 100','Active','S50'
'K234710','M',44,'06/09/99',13.400000,1,'Pre Pay','CAT 100','Churned','S50'
'K234720','F',62,'18/07/99',15.066667,0,'Pre Pay','CAT 100','Churned','BS110'
'K234730','M',25,'17/09/99',13.033333,2,'Pre Pay','CAT 100','Churned','BS110'
'K234740','M',23,'24/07/99',14.866667,0,'Pre Pay','CAT 100','Churned','S50'
'K234750','F',27,'01/09/99',13.566667,10,'Pre Pay','CAT 100','Churned','S50'
'K234760','M',25,'16/07/99',15.133333,1,'Pre Pay','CAT 100','Churned','BS110'
'K234770','F',26,'08/07/99',15.400000,4,'Pre Pay','CAT 100','Churned','S50'
'K234780','M',33,'08/07/99',15.400000,1,'Pre Pay','CAT 100','Churned','S50'
'K234790','F',45,'20/09/99',12.933333,1,'Pre Pay','CAT 100','Churned','S50'
'K234800','M',18,'11/07/99',15.300000,1,'Pre Pay','CAT 100','Churned','S50'
'K234810','M',31,'22/09/99',12.866667,1,'Pre Pay','CAT 100','Churned','S50'
'K234820','F',19,'23/09/99',12.833333,2,'Pre Pay','CAT 100','Churned','BS110'
'K234830','M',20,'12/08/99',14.233333,2,'Pre Pay','CAT 100','Churned','S50'
'K234840','M',44,'21/09/99',12.900000,0,'Pre Pay','CAT 100','Churned','S50'
'K234850','M',24,'11/07/99',15.300000,8,'Pre Pay','CAT 100','Active','S50'
'K234860','F',20,'14/08/99',14.166667,1,'Pre Pay','CAT 100','Churned','S50'
'K234870','M',26,'03/10/99',12.500000,2,'Pre Pay','CAT 100','Churned','BS110'
'K234880','M',18,'22/08/99',13.900000,1,'Pre Pay','CAT 100','Churned','BS110'
'K234890','M',26,'09/09/99',13.300000,0,'Pre Pay','CAT 100','Churned','S50'
'K234900','M',30,'22/09/99',12.866667,0,'Pre Pay','CAT 100','Churned','S50'
'K234910','M',22,'09/09/99',13.300000,1,'Pre Pay','CAT 100','Churned','S50'
'K234920','F',24,'13/08/99',14.200000,0,'Pre Pay','CAT 100','Churned','BS110'
'K234930','M',39,'15/08/99',14.133333,2,'Pre Pay','CAT 100','Churned','S50'
'K234940','M',36,'16/08/99',14.100000,2,'Pre Pay','CAT 100','Churned','S50'
'K234950','F',27,'10/09/99',13.266667,1,'Pre Pay','CAT 100','Churned','S50'
'K234960','M',40,'26/07/99',14.800000,11,'Pre Pay','CAT 100','Churned','BS110'
'K234970','F',33,'25/09/99',12.766667,2,'Pre Pay','CAT 100','Churned','BS110'
'K234980','F',62,'25/08/99',13.800000,1,'Pre Pay','CAT 100','Churned','S50'
'K234990','F',13,'24/07/99',14.866667,6,'Pre Pay','CAT 100','Churned','S50'
'K235000','M',38,'16/07/99',15.133333,5,'Pre Pay','CAT 100','Churned','S50'
'K235010','M',50,'23/07/99',14.900000,2,'Pre Pay','CAT 100','Churned','BS110'
'K235020','F',37,'31/07/99',14.633333,0,'Pre Pay','CAT 100','Churned','BS110'
'K235030','M',16,'26/07/99',14.800000,2,'Pre Pay','CAT 100','Churned','S50'
'K235040','M',33,'05/08/99',14.466667,11,'Pre Pay','CAT 100','Churned','BS110'
'K235050','M',19,'25/08/99',13.800000,0,'Pre Pay','CAT 100','Churned','S50'
'K235060','F',18,'28/07/99',14.733333,2,'Pre Pay','CAT 100','Churned','S50'
'K235070','M',64,'16/09/99',13.066667,0,'Pre Pay','CAT 100','Churned','BS110'
'K235080','F',18,'11/08/99',14.266667,4,'Pre Pay','CAT 100','Churned','S50'
'K235090','F',24,'08/07/99',15.400000,0,'Pre Pay','CAT 100','Churned','BS110'
'K235100','F',19,'26/07/99',14.800000,1,'Pre Pay','CAT 100','Churned','S50'
'K235110','F',26,'12/08/99',14.233333,1,'Pre Pay','CAT 100','Churned','S50'
'K235120','F',18,'03/10/99',12.500000,1,'Pre Pay','CAT 100','Churned','BS110'
'K235130','M',44,'24/08/99',13.833333,1,'Pre Pay','CAT 100','Churned','S50'
'K235140','M',36,'08/07/99',15.400000,2,'Pre Pay','CAT 100','Churned','BS110'
'K235150','M',17,'16/08/99',14.100000,1,'Pre Pay','CAT 100','Churned','BS110'
'K235160','M',40,'27/07/99',14.766667,0,'Pre Pay','CAT 100','Churned','S50'
'K235170','M',23,'09/07/99',15.366667,1,'Pre Pay','CAT 100','Churned','S50'
'K235180','M',36,'04/09/99',13.466667,2,'Pre Pay','CAT 100','Churned','S50'
'K235190','F',14,'24/09/99',12.800000,2,'Pre Pay','CAT 100','Churned','BS110'
'K235200','F',18,'17/09/99',13.033333,1,'Pre Pay','CAT 100','Churned','S50'
'K235210','M',42,'18/08/99',14.033333,0,'Pre Pay','CAT 100','Churned','BS110'
'K235220','M',17,'26/08/99',13.766667,1,'Pre Pay','CAT 100','Churned','S50'
'K235230','F',29,'21/07/99',14.966667,2,'Pre Pay','CAT 100','Churned','S50'
'K235240','F',45,'11/09/99',13.233333,0,'Pre Pay','CAT 100','Churned','BS110'
'K235250','M',38,'07/08/99',14.400000,8,'Pre Pay','CAT 100','Churned','BS110'
'K235260','F',41,'16/08/99',14.100000,1,'Pre Pay','CAT 100','Churned','BS110'
'K235270','F',56,'11/07/99',15.300000,2,'Pre Pay','CAT 100','Churned','BS110'
'K235280','M',23,'08/07/99',15.400000,2,'Pre Pay','CAT 100','Churned','S50'
'K235290','M',29,'20/09/99',12.933333,11,'Pre Pay','CAT 100','Churned','S50'
'K235300','M',65,'27/09/99',12.700000,1,'Pre Pay','CAT 100','Churned','BS110'
'K235310','M',29,'21/08/99',13.933333,1,'Pre Pay','CAT 100','Churned','S50'
'K235320','F',14,'07/09/99',13.366667,8,'Pre Pay','CAT 100','Churned','S50'
'K235330','F',41,'06/07/99',15.466667,0,'Pre Pay','CAT 100','Churned','BS110'
'K235340','F',17,'18/08/99',14.033333,0,'Pre Pay','CAT 100','Churned','BS110'
'K235350','F',50,'25/07/99',14.833333,1,'Pre Pay','CAT 100','Churned','BS110'
'K235360','F',21,'21/09/99',12.900000,10,'Pre Pay','CAT 200','Churned','BS110'
'K235370','F',24,'01/08/99',14.600000,2,'Pre Pay','CAT 200','Churned','S50'
'K235380','M',70,'22/08/99',13.900000,2,'Pre Pay','CAT 200','Churned','BS110'
'K235390','M',42,'24/07/99',14.866667,0,'Pre Pay','CAT 200','Churned','S50'
'K235400','F',12,'23/09/99',12.833333,8,'Pre Pay','CAT 200','Churned','S50'
'K235410','F',17,'18/07/99',15.066667,0,'Pre Pay','CAT 200','Churned','S50'
'K235420','F',19,'21/08/99',13.933333,1,'Pre Pay','CAT 200','Churned','S50'
'K235430','M',45,'07/08/99',14.400000,1,'Pre Pay','CAT 200','Churned','S50'
'K235440','F',21,'22/07/99',14.933333,2,'Pre Pay','CAT 200','Churned','S50'
'K235450','M',41,'26/07/99',14.800000,1,'Pre Pay','CAT 200','Churned','BS110'
'K235460','M',15,'05/09/99',13.433333,2,'Pre Pay','CAT 200','Churned','S50'
'K235470','F',30,'15/09/99',13.100000,2,'Pre Pay','CAT 200','Churned','S50'
'K235480','F',38,'26/07/99',14.800000,1,'Pre Pay','CAT 200','Churned','S50'
'K235490','M',46,'28/07/99',14.733333,2,'Pre Pay','CAT 200','Churned','S50'
'K235500','M',50,'13/07/99',15.233333,1,'Pre Pay','CAT 200','Churned','S50'
'K235510','F',49,'11/07/99',15.300000,1,'Pre Pay','CAT 200','Churned','S50'
'K235520','F',20,'07/08/99',14.400000,2,'Pre Pay','CAT 200','Churned','S50'
'K235530','M',43,'19/07/99',15.033333,10,'Pre Pay','CAT 200','Churned','S50'
'K235540','F',39,'28/07/99',14.733333,2,'Pre Pay','CAT 200','Churned','S50'
'K235550','M',17,'14/08/99',14.166667,0,'Pre Pay','CAT 200','Churned','BS110'
'K235560','F',17,'10/09/99',13.266667,0,'Pre Pay','CAT 200','Churned','BS110'
'K235570','M',15,'24/07/99',14.866667,0,'Pre Pay','CAT 200','Churned','BS110'
'K235580','F',43,'09/08/99',14.333333,1,'Pre Pay','CAT 200','Churned','BS110'
'K235590','F',21,'16/09/99',13.066667,0,'Pre Pay','CAT 200','Churned','S50'
'K235600','F',12,'19/09/99',12.966667,0,'Pre Pay','CAT 200','Churned','BS110'
'K235610','M',56,'25/08/99',13.800000,3,'Pre Pay','CAT 200','Churned','S50'
'K235620','M',18,'09/09/99',13.300000,9,'Pre Pay','CAT 200','Churned','BS110'
'K235630','F',44,'27/08/99',13.733333,2,'Pre Pay','CAT 200','Churned','S50'
'K235640','M',13,'12/07/99',15.266667,2,'Pre Pay','CAT 200','Churned','BS110'
'K235650','F',30,'18/08/99',14.033333,1,'Pre Pay','CAT 200','Churned','S50'
'K235660','M',23,'09/09/99',13.300000,2,'Pre Pay','CAT 200','Churned','BS110'
